epoch,train_loss,test_loss,behavioral_rsa_rho,behavioral_rsa_p_value,used_random_targets,used_shuffled_targets
45,107.94204764749205,83.70986462166296,0.45819383799724905,1.2465709955230519e-59,False,True
46,82.73170731140306,78.09810242205035,0.49584951378634234,4.81758073703287e-71,False,False
47,57.337601553370085,36.23229537879565,0.74921952716576,1.0589562160639074e-203,False,False
48,29.3064559397605,32.58300593676488,0.771575164428216,1.9380723809293957e-223,False,False
49,26.840062381818353,31.57265961367781,0.773663126651604,2.1328279350557756e-225,False,False
50,25.847932049442196,31.195620415619064,0.7773759624771155,6.223085270954313e-229,False,False
51,25.206769029189346,30.929840277571703,0.7759931011104768,1.3139074929243124e-227,False,False
52,24.704522040412037,30.690036099260023,0.7745711146205565,2.956173387627185e-226,False,False
53,24.266166406985466,30.527298289767945,0.7805838881477253,4.833208701240346e-232,False,False
54,23.868421781756542,30.368041507446964,0.775377696657738,5.069594371694046e-227,False,False
55,23.501029587848695,30.351998323893678,0.7722748641032922,4.2994743787379663e-224,False,False
56,23.117512288186028,30.125662513859364,0.777037272434064,1.3161271591262868e-228,False,False
57,22.808218805413496,29.985797039053057,0.7731257090751148,6.839662355043002e-225,False,False
58,22.460791384414293,30.00028165532739,0.7761209569466184,9.919694534704699e-228,False,False
59,22.17892678490636,29.893498436522087,0.7756535707907101,2.769036034555944e-227,False,False
60,21.927831110861824,29.812791012927313,0.773556085431214,2.6907081273121805e-225,False,False
61,21.644286454219237,29.687120406008557,0.7714977335559622,2.2887323760991425e-223,False,False
62,21.354960206472974,29.679388815526803,0.7725903315734373,2.176737625889517e-224,False,False
63,21.12681532566567,29.62602448858609,0.7725549605222471,2.3494941129591307e-224,False,False
64,20.898746849757483,29.6479975663496,0.7650953726274821,1.7160302258212128e-217,False,False
65,20.648713574184935,29.515505964584772,0.768081841488526,3.2937990068430178e-220,False,False
66,20.40133130187143,29.437456267973335,0.7656554107875888,5.347432346557461e-218,False,False
67,20.187195986591878,29.414882997122916,0.7685390105484519,1.253692537666012e-220,False,False
68,19.98186473370919,29.388659524654155,0.7641350492147467,1.2576207650021216e-216,False,False
69,19.783246175073852,29.31225992698037,0.7660558716204267,2.3183697492065815e-218,False,False
70,19.577700379812818,29.34032817440138,0.7667546056043522,5.371921384242152e-219,False,False
71,19.37658242835893,29.28811995364026,0.7668729299434233,4.191490247227446e-219,False,False
72,19.208551771422833,29.29208957819649,0.7616453511117638,2.104024247406058e-214,False,False
73,19.03549549388093,29.251454179458197,0.7621562560766649,7.396133359212287e-215,False,False
74,18.839209057287498,29.21291621087006,0.7638127466578867,2.4487365763423448e-216,False,False
75,18.668371316798837,29.198412963698583,0.7625424154834158,3.3501124346332243e-215,False,False
76,18.514936684901695,29.205488637007402,0.7617230662567375,1.7949751590959125e-214,False,False
77,18.3544004762602,29.223686386867122,0.7606814157632964,1.5017520818302012e-213,False,False
78,18.193285284280115,29.17857679082544,0.759077561620502,3.871204103948971e-212,False,False
79,18.04634160282209,29.167425208328837,0.757708090335055,6.082982376777588e-211,False,False
80,17.881785405970017,29.143215158367685,0.7585030130102498,1.2322664980853197e-211,False,False
81,17.7245959601574,29.109146708282978,0.7583681548681462,1.616334159785106e-211,False,False
82,17.584203281561095,29.113840577352114,0.7549040785747303,1.6171967221370196e-208,False,False
83,17.42644031028008,29.141098401823097,0.756695318605545,4.609738974555157e-210,False,False
84,17.305147218572134,29.086384220017912,0.7566891482153363,4.66682862792609e-210,False,False
85,17.16813856743049,29.095120867312943,0.7547945708704493,2.008113227668355e-208,False,False
86,17.026185339507634,29.102286470529123,0.7537398939976788,1.606256250136426e-207,False,False
87,16.897203598656482,29.10913159702364,0.7550995035280428,1.0986104309948208e-208,False,False
88,16.77367974912691,29.145472784727318,0.7546936038892013,2.4515246920989917e-208,False,False
89,16.656239174079367,29.13644215283473,0.7551316347063252,1.0309076885694488e-208,False,False
90,16.531907919041007,29.159191595256658,0.7558297625204807,2.5820299438004976e-209,False,False
91,16.400895633856017,29.124701694888962,0.7497089444574409,4.124346018564563e-204,False,False
92,16.271541769814952,29.126774403271753,0.7509442222972909,3.779885247131278e-205,False,False
93,16.151075769989774,29.151620538195193,0.7512496189882943,2.0890154522147918e-205,False,False
94,16.058681337456953,29.144154985965287,0.7478344292416949,1.5091388660307272e-202,False,False
95,15.93226596325058,29.223118776774538,0.7510678767498552,2.973361360885491e-205,False,False
96,15.841369877231418,29.175039870962912,0.748557029592627,3.781933609617552e-203,False,False
97,15.71262945032516,29.216890450999223,0.7497350850062048,3.921525368379325e-204,False,False
98,15.612614269732108,29.151850937479768,0.7472614357704384,4.506644217380518e-202,False,False
99,15.500749965783962,29.228855111980966,0.7462853728460932,2.8856945314516297e-201,False,False
100,15.399140186256979,29.217050331073573,0.7476879619033789,1.9966490598816107e-202,False,False
101,15.28372799722772,29.238958622210593,0.7463085786970749,2.7613489149292056e-201,False,False
102,15.204072342024615,29.26116119300463,0.7461402516227144,3.800401493824458e-201,False,False
103,15.092740225329624,29.251031949375214,0.7447226253746556,5.542035949854308e-200,False,False
104,14.98215875335017,29.284613888566664,0.7450629708882508,2.9171500504375604e-200,False,False
