epoch,train_loss,test_loss,behavioral_rsa_rho,behavioral_rsa_p_value,used_random_targets,used_shuffled_targets,used_uniform_images,used_image_noise
35,105.9091129461484,83.03656254552345,0.49954114621135315,3.057179660468615e-72,False,True,False,False
36,82.2553126792168,76.5809622917386,0.5561767917852961,1.375373974027229e-92,False,False,False,False
37,55.492551322789076,37.70131993162039,0.7198682685308491,9.273224331509778e-181,False,False,False,False
38,32.38126418729238,34.294764840141845,0.7670391291528675,2.957318546375422e-219,False,False,False,False
39,29.74090720411813,33.16247202414834,0.7748253087781745,1.697251108479235e-226,False,False,False,False
40,28.642206186733087,32.54714580135451,0.771827866154056,1.1257946643480937e-223,False,False,False,False
41,27.872240473358914,32.180117064418056,0.7755318644423713,3.61613618114121e-227,False,False,False,False
42,27.26683835375672,31.895045665087622,0.7728586850207823,1.2189017938776433e-224,False,False,False,False
43,26.696075957237518,31.63691848417672,0.7775049846675037,4.676666088323062e-229,False,False,False,False
44,26.179239421009687,31.38617411239371,0.7759420407134512,1.469909324828199e-227,False,False,False,False
45,25.708455616747575,31.138175500690608,0.7778521151020398,2.166289539826025e-229,False,False,False,False
46,25.280709110798927,30.996278267539008,0.776774805104208,2.3495695082925753e-228,False,False,False,False
47,24.884734589637482,30.809411317604024,0.7792622415668774,9.370928488708041e-231,False,False,False,False
48,24.477070504608577,30.564086239640883,0.7764028258895901,5.334653290262596e-228,False,False,False,False
49,24.149359399261897,30.509763601735152,0.7742785018409747,5.5942864134440026e-226,False,False,False,False
50,23.805329219786415,30.39638624665487,0.776733037916826,2.576373622245274e-228,False,False,False,False
51,23.475801953978817,30.285865088194114,0.7747762633730734,1.889153571676737e-226,False,False,False,False
52,23.168793501285965,30.152982890935235,0.7731111233763083,7.059116591383449e-225,False,False,False,False
53,22.887371596867357,30.031882860383934,0.7777464492599553,2.7385236119767813e-229,False,False,False,False
54,22.611883110617008,29.942826855907125,0.7726843547754599,1.7766793507002025e-224,False,False,False,False
55,22.355367332944578,29.97133619614069,0.7685275685714861,1.2844056638578146e-220,False,False,False,False
56,22.067980208885636,29.79359292720563,0.7737415608393391,1.7987815749785924e-225,False,False,False,False
57,21.833360825218982,29.704243127812337,0.7700040016481808,5.589035079215085e-222,False,False,False,False
58,21.560770367651436,29.74549425241038,0.773516588245108,2.9314849857560675e-225,False,False,False,False
59,21.340294111468456,29.64809017286775,0.7725437484717459,2.4070599856767845e-224,False,False,False,False
60,21.138095459449325,29.5930954316703,0.7706202296557104,1.5000735174064743e-222,False,False,False,False
61,20.90743994250522,29.50312282499029,0.7687086419329378,8.755639471351416e-221,False,False,False,False
62,20.67174069306857,29.50877154861366,0.7701072260892614,4.4851364474824177e-222,False,False,False,False
63,20.483803297344007,29.463960236607335,0.7697049007618212,1.0566963473921504e-221,False,False,False,False
64,20.28793227705599,29.474651737107756,0.7623828381561468,4.648060466988637e-215,False,False,False,False
65,20.073855164969068,29.379130790246784,0.7649453895045011,2.3436755188954693e-217,False,False,False,False
66,19.862152786466222,29.301467979810514,0.7628692998476396,1.7115709263063602e-215,False,False,False,False
67,19.67581099618505,29.292357302502374,0.7657197316708898,4.676234807173144e-218,False,False,False,False
68,19.499607688502262,29.27905387246148,0.7612393260584871,4.82028920165929e-214,False,False,False,False
