epoch,train_loss,test_loss,behavioral_rsa_rho,behavioral_rsa_p_value,used_random_targets,used_shuffled_targets,used_uniform_images,used_image_noise
70,109.6011987406131,84.33644736274171,0.3998562056654977,1.495839127915995e-44,False,True,False,False
71,83.66047114744741,79.67988021597678,0.4396855686248765,1.5963789260497356e-54,False,False,False,False
72,60.69268033775266,36.40940161436302,0.7163221711968532,3.470803334083412e-178,False,False,False,False
73,25.7980194144632,31.01527411107859,0.7712256845632618,4.103244382078478e-223,False,False,False,False
74,22.132635496990172,29.833681138180896,0.7701881560242556,3.7741470949644055e-222,False,False,False,False
75,21.166159331303223,29.60177698714957,0.769066369887243,4.102721746411756e-221,False,False,False,False
76,20.643063183306328,29.464094572962978,0.7678909147329538,4.927293672201957e-220,False,False,False,False
77,20.24765428347601,29.419547634230135,0.7676001664479742,9.091696369539266e-220,False,False,False,False
78,19.905515723611508,29.333889913822407,0.7664902863213374,9.34590338656186e-219,False,False,False,False
79,19.619635124946235,29.264356033578103,0.7657455210592353,4.431351249729478e-218,False,False,False,False
80,19.322347762512038,29.208951813081352,0.7639195036055568,1.9639816110397615e-216,False,False,False,False
81,19.053298818107457,29.164766575091452,0.7639654220107419,1.7861345713805117e-216,False,False,False,False
82,18.819171461702386,29.135113731932243,0.7600698448117916,5.2004027779416005e-213,False,False,False,False
83,18.57340532656852,29.121677230076237,0.7620062729536838,1.0055762675349316e-214,False,False,False,False
84,18.377030676421697,29.089374078571467,0.7626018744671146,2.965117378835795e-215,False,False,False,False
85,18.174138452207615,29.072613457948464,0.7599133986649199,7.141193099603848e-213,False,False,False,False
86,17.970817629320138,29.067922139036064,0.7581608866116756,2.4517244575761306e-211,False,False,False,False
87,17.781388111061666,29.049585205415337,0.7599790991070072,6.250885995627142e-213,False,False,False,False
88,17.602605803851606,29.099211360868168,0.75861308925997,9.873535137349539e-212,False,False,False,False
89,17.439822564164686,29.055989576308107,0.7589239122155338,5.277911983616305e-212,False,False,False,False
90,17.268639968703,29.09706762745894,0.7591897197498455,3.0868646304430473e-212,False,False,False,False
91,17.09098726098227,29.056674156399723,0.7519247750584139,5.613789021023292e-206,False,False,False,False
92,16.92879971638941,29.033828756427237,0.7547645341132339,2.130932161725677e-208,False,False,False,False
93,16.767701003690174,29.071581339967842,0.7545427136018061,3.302546582489335e-208,False,False,False,False
94,16.642243850264194,29.033397779938923,0.7502549905470676,1.4365533286106477e-204,False,False,False,False
95,16.4789984061117,29.125954643797478,0.7539889503439372,9.83974167278826e-208,False,False,False,False
96,16.360876685694645,29.070339561167344,0.7507363478710501,5.656682364354754e-205,False,False,False,False
97,16.204433546832394,29.119338757425382,0.7526404859763758,1.387630811052977e-206,False,False,False,False
98,16.080460265732867,29.041079210312986,0.7491786253379806,1.1456706423780359e-203,False,False,False,False
99,15.943816087252545,29.125013614886374,0.7485789687578138,3.626052223708885e-203,False,False,False,False
100,15.815693963597687,29.104074657292657,0.7498122901324755,3.3787660324461466e-204,False,False,False,False
101,15.6812631918783,29.121969191408947,0.748184561261712,7.722664397095488e-203,False,False,False,False
102,15.583559432518449,29.14622061292111,0.7479353627790937,1.2442343150035524e-202,False,False,False,False
103,15.451054636461253,29.13554188428004,0.7460575240808164,4.445903446066359e-201,False,False,False,False
104,15.321870275481587,29.168634172302582,0.747239040932804,4.703237447380282e-202,False,False,False,False
105,15.222772410701847,29.187041477603806,0.7444176091074387,9.841730510147378e-200,False,False,False,False
106,15.114843104354563,29.20990396994912,0.7464630182129843,2.0594930344523726e-201,False,False,False,False
107,14.99355670157562,29.223667777045655,0.7479644254841962,1.176949105304869e-202,False,False,False,False
108,14.881644933177494,29.206019638651643,0.7447495142295492,5.268246521361706e-200,False,False,False,False
109,14.768977513934106,29.25467920039899,0.7483841332523464,5.268727505280204e-203,False,False,False,False
110,14.681250477101335,29.28946158899128,0.7435311213531499,5.198864782560457e-199,False,False,False,False
111,14.58708230015974,29.31913628762598,0.7439981354462342,2.1651155862160416e-199,False,False,False,False
112,14.475400988084788,29.326614780320647,0.7425542432349765,3.2284525063716668e-198,False,False,False,False
113,14.385638839320132,29.33404429314545,0.7441157114791754,1.7360945665626804e-199,False,False,False,False
114,14.273551819397142,29.328554648720758,0.7392564581215905,1.4451591692748107e-195,False,False,False,False
