epoch,train_loss,test_loss,behavioral_rsa_rho,behavioral_rsa_p_value,used_random_targets,used_shuffled_targets,used_uniform_images,used_image_noise
25,105.48023642331279,82.46195663536452,0.5157332659760863,1.1372871848809642e-77,False,True,False,False
26,81.02103383917557,74.37643116482054,0.5687650650491336,1.1571489634713387e-97,False,False,False,False
27,54.86492311261037,40.9323837111668,0.7489940696357132,1.633845798428378e-203,False,False,False,False
28,36.929638775431876,37.67254472174039,0.7514932741528795,1.3007712868284389e-205,False,False,False,False
29,34.38486369759092,36.26150110149911,0.7636148175963525,3.6849442547333705e-216,False,False,False,False
30,33.015566617167885,35.29749222223271,0.7661275250677019,1.9960063125411614e-218,False,False,False,False
31,31.94000013779405,34.598095993969324,0.7691618019114204,3.350777295522425e-221,False,False,False,False
32,31.045480923639442,34.092071048462586,0.7684240849405729,1.5986001564409354e-220,False,False,False,False
33,30.276503903713913,33.649767564805174,0.7691494820334087,3.4395283866141354e-221,False,False,False,False
34,29.64018859757611,33.28979542769121,0.7725102669980454,2.587473726647986e-224,False,False,False,False
35,28.970625552444247,32.950286759856,0.7737867183969509,1.6306970281084338e-225,False,False,False,False
36,28.46849140896361,32.57343397614706,0.7685760746945162,1.1591453400811881e-220,False,False,False,False
37,27.9164209286592,32.20760381287633,0.7745863315720198,2.8596485706278618e-226,False,False,False,False
38,27.417624349409195,32.0173182408454,0.7762467309031366,7.522122243378028e-228,False,False,False,False
39,26.95910450097927,31.783136989530277,0.7788408908696267,2.4009678182196604e-230,False,False,False,False
40,26.55088902840654,31.5446114935269,0.7760333173393442,1.2027580946822455e-227,False,False,False,False
41,26.143157282694556,31.369141489102695,0.7783917608749933,6.5303561235481935e-230,False,False,False,False
42,25.796273154895392,31.21895666807396,0.775012824261111,1.1266080715401034e-226,False,False,False,False
43,25.435583019520767,31.083110387812663,0.7783582961232174,7.035167251527014e-230,False,False,False,False
44,25.074653313760944,30.912982350554913,0.7767395469260097,2.5396426013365627e-228,False,False,False,False
45,24.74473530565933,30.7591005609839,0.777861638238148,2.1209919395845875e-229,False,False,False,False
46,24.429923107749538,30.66878052179326,0.7762135964093733,8.0910143752751e-228,False,False,False,False
47,24.137838606689115,30.531901491281076,0.7786312731827378,3.831128056572176e-230,False,False,False,False
48,23.816083353312063,30.359272066400855,0.7755256982326438,3.665351977937279e-227,False,False,False,False
49,23.56316901970438,30.33258282150353,0.7734768318691695,3.1955482578058366e-225,False,False,False,False
50,23.28523154007761,30.240100122947062,0.7755951652882666,3.147491645998981e-227,False,False,False,False
51,23.01716321591195,30.16656137961709,0.7741713352061497,7.064707957636869e-226,False,False,False,False
52,22.761866815202453,30.064864184974965,0.7717987825465477,1.1984662982505383e-223,False,False,False,False
53,22.529036899682886,29.947030420461413,0.7770950926691436,1.1582584686142279e-228,False,False,False,False
54,22.294660182540767,29.883729270808605,0.7718181172719646,1.149650802047305e-223,False,False,False,False
55,22.079281101596653,29.91563386021398,0.7677831043040284,6.184450587212196e-220,False,False,False,False
56,21.827950316452913,29.762094402840123,0.7732445894181817,5.2869716173657675e-225,False,False,False,False
57,21.625671777698802,29.6898077232403,0.7698743607465791,7.366859918543346e-222,False,False,False,False
58,21.379898647192114,29.732429167183724,0.7731180378921655,6.954219648395629e-225,False,False,False,False
59,21.184271952452093,29.63645747485082,0.7722231599121662,4.806393642787545e-224,False,False,False,False
