epoch,train_loss,test_loss,behavioral_rsa_rho,behavioral_rsa_p_value,used_random_targets,used_shuffled_targets
2,119.14441721062911,94.17930577736533,0.4425357454387753,2.7353371977076393e-55,True,False
3,110.5499600862202,93.33750692125183,0.4519556362034018,7.119897560266811e-58,True,False
4,108.74032267308962,93.27019015991885,0.46283510852512155,5.818797709308229e-61,True,False
5,107.31093588958487,93.33772471728246,0.45983196790516667,4.249377610907316e-60,True,False
6,106.47367831412444,93.67887591788782,0.45975399357036045,4.473327659596194e-60,True,False
7,105.68399899554055,94.12485651680119,0.4610378109770897,1.9170983042697753e-60,True,False
8,105.31796767638991,94.75284163332776,0.4601328663984299,3.484944916757317e-60,True,False
9,105.00502741171712,95.46825885245813,0.4615227091686245,1.390743258938323e-60,True,False
10,104.5129385232265,96.20766162345423,0.4630815729730539,4.938376690382772e-61,True,False
11,104.27478606416908,96.87300699982195,0.45896960988819846,7.49360417341438e-60,True,False
12,103.9877196124386,97.4051488802578,0.457436476945378,2.046202735279393e-59,True,False
13,103.81530053727845,97.88265396876888,0.4550990361471334,9.371510467997432e-59,True,False
14,103.72101295027376,98.23481661970445,0.4480213770121738,8.745759254813134e-57,True,False
15,103.56647635166665,98.50992394547436,0.4428017703581079,2.3180917427500346e-55,True,False
16,103.59028830488633,98.73157897443403,0.4409348050913572,7.383128891820064e-55,True,False
17,103.501928229081,98.99801062483814,0.4352583972597085,2.3920316778203524e-53,True,False
18,103.46470189821027,99.21082499804417,0.4297614783871477,6.5223587788930515e-52,True,False
19,103.41570112909967,99.36814977319202,0.42757044222000146,2.394948521363699e-51,True,False
20,103.43551836515728,99.56148200272196,0.42667242051816123,4.070276271087308e-51,True,False
21,103.46335485569328,99.6952932368326,0.42085023930807103,1.219376451886289e-49,True,False
22,96.82543831188593,91.50999665655483,0.33017739613002983,4.2725445735205175e-30,False,False
23,88.6762783018836,85.28781663251846,0.3090676551295986,2.159268401980165e-26,False,False
24,83.68848765787986,80.96981819953707,0.324909968951846,3.8253185001781273e-29,False,False
25,79.94895529284702,77.71926930464434,0.36379858151133315,1.2614945386171219e-36,False,False
26,76.48908599261762,74.12634408012939,0.46507590077916805,1.302882096029072e-61,False,False
27,71.91265309088118,68.4887447462556,0.5983999275267022,1.6188402886716032e-110,False,False
28,64.66804016197817,60.217238600082815,0.640218192027635,4.063291292067983e-131,False,False
29,57.11552119585286,53.89465620768004,0.6734365629652009,6.354189640910563e-150,False,False
30,51.78439273992734,49.78597609377697,0.7035779241805162,2.956751577229847e-169,False,False
31,47.9550476179889,46.762816286877374,0.7191990989097667,2.856649954460231e-180,False,False
32,45.1303278006345,44.52027482090734,0.7234519901953864,2.1177333014003283e-183,False,False
33,42.827235393577006,42.6556606398103,0.7305098631129624,9.994419994748335e-189,False,False
34,40.901128837606585,41.29163906455699,0.739677955135682,6.658020697322747e-196,False,False
35,39.217793874132994,40.05010326659482,0.742598811344743,2.970913096629144e-198,False,False
36,37.8550948462658,38.975864262870665,0.7416830978465861,1.6338260126813814e-197,False,False
37,36.55899537104979,37.94576320332058,0.7550765986717055,1.1495634571500643e-208,False,False
38,35.422092955528534,37.18539911343906,0.7543656911266093,4.683323120815618e-208,False,False
39,34.42282668771506,36.56945927235303,0.7614784537619639,2.9588700829954244e-214,False,False
40,33.548970462873044,35.873992161197556,0.7585927219557037,1.0286847207604045e-211,False,False
41,32.72824894490334,35.35117873302481,0.7635389376826132,4.309515113058001e-216,False,False
42,32.020864919942504,34.93887659989668,0.7606734979319582,1.5261336589156734e-213,False,False
43,31.359093716270046,34.458399335323776,0.7677329468909357,6.8738230345712004e-220,False,False
44,30.719504559799574,34.070498008095754,0.7664471939214241,1.0228190159279845e-218,False,False
