epoch,train_loss,test_loss,behavioral_rsa_rho,behavioral_rsa_p_value,used_random_targets,used_shuffled_targets
7,113.67647558830451,84.58482744417138,0.599625636245151,4.449903799307392e-111,True,False
8,108.18758741045923,88.60478927022186,0.5847434786163922,1.983540102311902e-104,True,False
9,106.28126616755351,90.67587693356677,0.5792162637967833,4.789454040294708e-102,True,False
10,105.27157544165107,92.81168255885002,0.5756281902513467,1.595549966700097e-100,True,False
11,104.47524307969535,94.7575915847694,0.5677123655439569,3.1347865180165106e-97,True,False
12,104.00611892235246,96.32277017667148,0.5621708242153741,5.611516181410627e-95,True,False
13,103.64556652290999,97.3917136429423,0.5599164412170399,4.502462412456832e-94,True,False
14,103.63860289343836,98.25487691131086,0.5579915344812556,2.631283643928618e-93,True,False
15,103.44100193435796,98.87996176198043,0.552451560833112,3.9721106456227984e-91,True,False
16,103.40952512365959,99.30714226822826,0.5511508793653378,1.2725227023807002e-90,True,False
17,103.32332723094486,99.66649138729875,0.5496666162474094,4.774884639146426e-90,True,False
18,103.3049581004642,99.98765408004844,0.5480404341546793,2.0177603967730473e-89,True,False
19,103.27276404214368,100.23730089387841,0.5460505376586066,1.164397435405647e-88,True,False
20,103.22499997463913,100.4385273127266,0.5434587772883088,1.1218565297845703e-87,True,False
21,103.24936388602217,100.62619275677929,0.5400842050967694,2.0802460408944563e-86,True,False
22,103.17927470960115,100.76302485176213,0.5362494246354924,5.519077763722876e-85,True,False
23,103.17471636827632,100.8814188920332,0.5351892880543122,1.355940466243979e-84,True,False
24,103.22267233301729,101.01412200927734,0.5325344191402532,1.2699017224817318e-83,True,False
25,103.20013696136897,101.12793305960808,0.5287352354761496,3.0136909446674236e-82,True,False
26,103.205841761877,101.23691364941676,0.5252174525411266,5.458293711522657e-81,True,False
27,103.1686441310555,101.33696021822935,0.5247942666126418,7.716020545251805e-81,True,False
28,103.18208255926328,101.43303705710733,0.5222987283774627,5.8833116378555205e-80,True,False
29,103.153296156273,101.50765809960129,0.5208203764599105,1.944442988568736e-79,True,False
30,103.16999132151089,101.57069717322923,0.516879052255503,4.575902618394694e-78,True,False
