epoch,train_loss,test_loss,behavioral_rsa_rho,behavioral_rsa_p_value,used_random_targets,used_shuffled_targets,used_uniform_images,used_image_noise
35,98.53397726550327,53.19712869633627,0.7570345521111487,2.3417767872977254e-210,False,False,True,False
36,35.65022273076868,35.26803972444482,0.7508312949594118,4.705586002127694e-205,False,False,False,False
37,30.57147315598591,33.895126363849116,0.7671746603524396,2.2247653615202004e-219,False,False,False,False
38,29.69941840343528,33.44289592089574,0.7664562572046034,1.0035975729139168e-218,False,False,False,False
39,29.276496432824807,33.23000938457679,0.7700715122386154,4.839982851053179e-222,False,False,False,False
40,28.960685761681553,33.030550308649055,0.7691101311641436,3.739020019902966e-221,False,False,False,False
41,28.659311933860884,32.835120459287864,0.77189023475265,9.844367787141363e-224,False,False,False,False
42,28.397483508672742,32.67582074581589,0.7703928365628814,2.438412986031063e-222,False,False,False,False
43,28.096597719060416,32.49559982046897,0.7744182845898979,4.125393120349298e-226,False,False,False,False
44,27.820559240113994,32.35822272959335,0.7719884467968061,7.968747451489922e-224,False,False,False,False
45,27.571962663011206,32.181483084325635,0.77321620813151,5.622257458840745e-225,False,False,False,False
46,27.304977453976786,32.08582995082792,0.7729208989415728,1.0654530509708812e-224,False,False,False,False
47,27.0639628729992,31.937353692660675,0.7753148264014035,5.81803158721396e-227,False,False,False,False
48,26.811905847692092,31.742324260058325,0.7739465089287596,1.1522187628475936e-225,False,False,False,False
49,26.58785054426114,31.68856035938579,0.7734018382174384,3.7599506959259334e-225,False,False,False,False
50,26.354656700282217,31.57511619441417,0.7757624430618529,2.180589895339411e-227,False,False,False,False
51,26.125025382002306,31.497813166834373,0.776468125005485,4.6199923886306294e-228,False,False,False,False
52,25.90578054391116,31.387737590305054,0.7732832170642041,4.862462308829742e-225,False,False,False,False
53,25.7054801211793,31.218555682271884,0.7770054924162001,1.4118588455065389e-228,False,False,False,False
54,25.48105314894066,31.121716409756992,0.7733238304387827,4.452757656681982e-225,False,False,False,False
55,25.289560920313786,31.105447568946122,0.7723527004822197,3.6351558358347436e-224,False,False,False,False
56,25.0611425119754,30.932509722630623,0.7759762537713567,1.3634626370394518e-227,False,False,False,False
57,24.875959486182047,30.861664155570182,0.7735775814653967,2.5680657042113244e-225,False,False,False,False
58,24.649756983706826,30.812595620339746,0.7766798496548843,2.897078567257766e-228,False,False,False,False
59,24.459118951390654,30.725566737559618,0.7776896574232439,3.1060423153372552e-229,False,False,False,False
60,24.28144703281223,30.635583403360776,0.77702448016168,1.3538571555120135e-228,False,False,False,False
61,24.083667881931294,30.541410203796723,0.7757739393850739,2.1262515955019572e-227,False,False,False,False
62,23.895856291963785,30.491040498512227,0.7775911276625185,3.8641473430802966e-229,False,False,False,False
63,23.718683607360333,30.487339588818628,0.7777621762301214,2.644651540803765e-229,False,False,False,False
64,23.547136845681145,30.396757452527464,0.7721492364636148,5.636403752827129e-224,False,False,False,False
65,23.352597197006943,30.32214271166048,0.7716877907714509,1.5214748821770123e-223,False,False,False,False
66,23.15377177293941,30.179311046284205,0.7704241567278164,2.2806583384984997e-222,False,False,False,False
67,22.980443690292063,30.1739501953125,0.773561992451109,2.6564358000338952e-225,False,False,False,False
68,22.809792241231225,30.11431018555362,0.7710119114780887,6.487892841505574e-223,False,False,False,False
69,22.64488469596715,30.038697616830056,0.7718396133061473,1.0977038086324049e-223,False,False,False,False
70,22.47768518336922,30.061315631339564,0.7743122675873949,5.197568150584668e-226,False,False,False,False
71,22.29603598850916,29.955024466330176,0.7746453599661579,2.5140605933531565e-226,False,False,False,False
72,22.145632196991727,29.93365539635084,0.771157166476865,4.752547263697266e-223,False,False,False,False
73,21.992698267886514,29.860823973766347,0.7700025384797708,5.606489586885925e-222,False,False,False,False
74,21.812811980947565,29.83921310256199,0.7705069636988566,1.9109128074229173e-222,False,False,False,False
75,21.663294562342426,29.801354424070915,0.7712689441824219,3.739690750336031e-223,False,False,False,False
76,21.519239858907344,29.75541259175506,0.7709908543944289,6.787213497838669e-223,False,False,False,False
77,21.354923316976702,29.745153711645642,0.7708484588447737,9.206538812756563e-223,False,False,False,False
78,21.194481223573977,29.702635791420278,0.7693376747542949,2.306712136665906e-221,False,False,False,False
79,21.06081221836756,29.674828313332235,0.7659161641201645,3.1037803221422096e-218,False,False,False,False
80,20.894284108338923,29.65329862562991,0.7692667110864129,2.6818731761904274e-221,False,False,False,False
81,20.742217779819985,29.569202317717327,0.7674845134363716,1.1597379725026089e-219,False,False,False,False
82,20.597124591098268,29.537531120342443,0.7658944507009612,3.2477013713252897e-218,False,False,False,False
83,20.44425283310486,29.535555655126412,0.7672048810508266,2.0878983191763716e-219,False,False,False,False
84,20.32109628820023,29.48436496797846,0.7674016813824445,1.3804998311316733e-219,False,False,False,False
85,20.179048173645526,29.44484885621466,0.7640856777321142,1.3928680757223416e-216,False,False,False,False
86,20.034935008125622,29.443584842576506,0.764938575320192,2.377089091042979e-217,False,False,False,False
87,19.89951966409868,29.44088386830704,0.7663446676206991,1.2675837597014382e-218,False,False,False,False
88,19.77098588600053,29.43511954460355,0.7667524902808796,5.395796328259974e-219,False,False,False,False
89,19.638919259702732,29.41675207232902,0.7668681182095951,4.234010064388977e-219,False,False,False,False
90,19.50016495659741,29.402938568789654,0.7670401742731604,2.9508369065545836e-219,False,False,False,False
91,19.37407933708043,29.359304038200587,0.7606700323130671,1.5369292944465695e-213,False,False,False,False
92,19.22806731353506,29.34448851274522,0.7635751866348491,3.9989705491270705e-216,False,False,False,False
93,19.09823828192629,29.343788947848324,0.7633020841608934,7.022839583853845e-216,False,False,False,False
94,18.992656707763672,29.32112614752838,0.7597928837537149,9.115886878093158e-213,False,False,False,False
95,18.85969176252793,29.35022803037865,0.7628494174791891,1.7829885563197919e-215,False,False,False,False
96,18.744726381803815,29.30900540009388,0.7609499907761436,8.693350385580204e-214,False,False,False,False
97,18.611659010361436,29.281559643824455,0.7608706786873626,1.0217132066595376e-213,False,False,False,False
98,18.50136613185386,29.234504741858384,0.7600359411094927,5.570503869948557e-213,False,False,False,False
99,18.37880028383884,29.27186403221847,0.7589500653057412,5.006750125101877e-212,False,False,False,False
100,18.2580923888822,29.246691898746384,0.7592806117714709,2.5691730898284755e-212,False,False,False,False
101,18.13225386347467,29.256863504483555,0.7582322892300806,2.124024196130777e-211,False,False,False,False
102,18.03452678268306,29.264649238375668,0.7574544814448009,1.0110551607387247e-210,False,False,False,False
103,17.911537365900184,29.218825956734506,0.7566394506551725,5.1531157030677804e-210,False,False,False,False
104,17.79344202606962,29.23687632439545,0.7567013468593939,4.554637271166836e-210,False,False,False,False
105,17.700022393646663,29.268542653289288,0.7545161633658874,3.4802488601272523e-208,False,False,False,False
106,17.587857719273448,29.23303395476789,0.7570845966512496,2.1189149888031714e-210,False,False,False,False
107,17.466742259313524,29.246994650824952,0.7581678387518634,2.417717562895702e-211,False,False,False,False
108,17.35830579107818,29.211787460917268,0.7554662236973474,5.312640720261586e-209,False,False,False,False
109,17.24182147926901,29.24919979875259,0.7575857276511724,7.7734728515342e-211,False,False,False,False
110,17.149548961185022,29.25691570893177,0.7541108698968156,7.7393451360843095e-208,False,False,False,False
