epoch,train_loss,test_loss,behavioral_rsa_rho,behavioral_rsa_p_value,used_random_targets,used_shuffled_targets,used_uniform_images
98,97.44036880028214,50.68725830415336,0.742589798227338,3.0212874304492294e-198,False,False,True
99,23.089238026795954,30.294951106961918,0.7466772720534923,1.3706266017472847e-201,False,False,False
100,18.071576543792133,29.510287100438912,0.7549996945400792,1.3385189611601655e-208,False,False,False
101,17.345915009770696,29.30268425704366,0.7510057840630188,3.354243642200837e-205,False,False,False
102,17.11646613652026,29.23492684548731,0.7503886906958865,1.109149574919552e-204,False,False,False
103,16.9755211114223,29.189617641722958,0.7525533354853987,1.6454934057225627e-206,False,False,False
104,16.851800242289283,29.167929696773296,0.7530392202704899,6.356376148672763e-207,False,False,False
105,16.768546688259473,29.179534722428297,0.7505128593476351,8.72172771875052e-205,False,False,False
106,16.661247596846394,29.146252753326248,0.7526538175308309,1.3519103895154703e-206,False,False,False
107,16.552449937012057,29.180529283555174,0.7536309381169124,1.98995332990715e-207,False,False,False
108,16.461278392337366,29.15731503818575,0.7511919659724615,2.336621829653994e-205,False,False,False
109,16.363507759538052,29.192321840570777,0.7543224106050433,5.1006446945485485e-208,False,False,False
110,16.28866537522081,29.19503805255363,0.7518631087806567,6.330775461232194e-206,False,False,False
111,16.20095920562744,29.190170941431877,0.7515841034672873,1.090043898210046e-205,False,False,False
112,16.109622249973118,29.20262173394472,0.7508149241951451,4.857367192041579e-205,False,False,False
113,16.0340160174383,29.21196080834826,0.7517903015205781,7.295730911839439e-206,False,False,False
114,15.934931657320904,29.168632907762053,0.7486629044587703,3.086603013081048e-203,False,False,False
115,15.853361837751647,29.216982214490354,0.7495709718568648,5.381469702929876e-204,False,False,False
116,15.784175518807281,29.1789119783686,0.7496106028183684,4.9856239618791785e-204,False,False,False
117,15.682857640232076,29.231706777330263,0.7501725807217388,1.684708941892572e-204,False,False,False
118,15.606146038404132,29.240349764323366,0.7494116704413532,7.315001835286199e-204,False,False,False
119,15.526533018519013,29.25317789573037,0.7499436324899138,2.6220460384714912e-204,False,False,False
120,15.4455051184361,29.23420125213117,0.7489477457238546,1.786003117721397e-203,False,False,False
121,15.375467688753334,29.25071463400488,0.749129692805871,1.2587634751125323e-203,False,False,False
122,15.295001872688779,29.261069534891877,0.7491615647943206,1.1839009560396606e-203,False,False,False
123,15.222670457369732,29.299551168199404,0.7472529284912548,4.580340871577483e-202,False,False,False
124,15.14924562406672,29.309797065692713,0.7461178985898917,3.964980071521453e-201,False,False,False
125,15.064669067509616,29.300715936481623,0.7454384658875338,1.4353168094373755e-200,False,False,False
126,14.986985608151084,29.33869284951226,0.7476187038718147,2.2790760109685754e-202,False,False,False
