epoch,train_loss,test_loss,behavioral_rsa_rho,behavioral_rsa_p_value,used_random_targets,used_shuffled_targets,used_uniform_images
113,16.731292362688652,29.241659512177357,0.7539254655568707,1.1149589328086648e-207,False,False,False
114,16.616098710374487,29.198544433762354,0.7498311022977461,3.258293233603152e-204,False,False,False
115,16.519217382837862,29.259614575633687,0.751431620416566,1.4665050484761133e-205,False,False,False
116,16.438697228471327,29.218412662737936,0.7520570663850782,4.337293380855735e-206,False,False,False
117,16.32157656492619,29.253510195905992,0.7520969983412259,4.0122367646445815e-206,False,False,False
118,16.2261872965213,29.258086062268,0.7508781497923792,4.29682142176219e-205,False,False,False
119,16.132504486971616,29.261992333343674,0.7509739162550502,3.5682442064384994e-205,False,False,False
120,16.036552627331,29.250080171869605,0.7504428613709037,9.987501495158983e-205,False,False,False
121,15.954179491692964,29.264997893275478,0.7508832416184458,4.254591464238349e-205,False,False,False
122,15.863723736390513,29.279862988719625,0.7503176517793435,1.2725773946470315e-204,False,False,False
123,15.773883938459148,29.309432203598444,0.7482327747510601,7.041475493426586e-203,False,False,False
124,15.694576279278277,29.32829676675533,0.7471451515061788,5.6249541796776205e-202,False,False,False
125,15.5932941595273,29.30062002108242,0.7466049789925977,1.5725644752756728e-201,False,False,False
126,15.50242968213195,29.35099303524797,0.7490403893670908,1.494634187345147e-203,False,False,False
127,15.422822386934486,29.37571495014001,0.749742534623652,3.8655685539675306e-204,False,False,False
128,15.33661804304889,29.370954734844396,0.7455983107655979,1.0608780989242558e-200,False,False,False
