epoch,train_loss,test_loss,behavioral_rsa_rho,behavioral_rsa_p_value,used_random_targets,used_shuffled_targets,used_uniform_images,used_image_noise
15,100.6812253619165,65.21668428874148,0.6950897539764516,1.4386608322363136e-163,False,False,False,True
16,52.56608153578317,48.85118642564637,0.714416523937825,8.071931561303672e-177,False,False,False,False
17,47.25134725385756,47.115751719606514,0.7204396190730054,3.539149057810325e-181,False,False,False,False
18,45.89141615341905,45.94312242118035,0.724071683821807,7.326377042415969e-184,False,False,False,False
19,44.78809393674052,45.01765713770745,0.7265739233683036,9.785589007590272e-186,False,False,False,False
20,43.73877931631833,44.16617202758789,0.7310921163500134,3.571233508983538e-189,False,False,False,False
21,42.77529580705384,43.33081560503712,0.7354065568599172,1.6000597644233276e-192,False,False,False,False
22,41.855824584115574,42.534620885690934,0.7371688554195834,6.56603603218366e-194,False,False,False,False
23,40.959736525517094,41.830384122732596,0.7410192332561101,5.596906916517124e-197,False,False,False,False
24,40.103277592117436,41.12069662104654,0.741462807391267,2.4594164479355728e-197,False,False,False,False
25,39.31182043440124,40.516824606373824,0.7444782469868277,8.780477760960011e-200,False,False,False,False
26,38.53010344571354,39.88624187069045,0.7469649853091413,7.928025098071684e-202,False,False,False,False
27,37.7837070877202,39.31919789182547,0.750005833869261,2.3252330634746768e-204,False,False,False,False
28,37.05769169561751,38.77832478054321,0.751603258432014,1.0501527720175521e-205,False,False,False,False
29,36.38209653098828,38.225335031583164,0.754412499974284,4.270240691570274e-208,False,False,False,False
30,35.745657828375904,37.72737026741491,0.7575412556924725,8.497782010401269e-211,False,False,False,False
31,35.107917870180756,37.23599076666226,0.7584793514868204,1.2923599691900187e-211,False,False,False,False
32,34.518928570100144,36.84194094831772,0.7577583940649885,5.499411451977618e-211,False,False,False,False
33,33.9539862550857,36.371501079580405,0.7601026448670611,4.865715190629706e-213,False,False,False,False
34,33.434737371936066,36.00306046206648,0.7628184902794841,1.9000325717370392e-215,False,False,False,False
35,32.89100428235167,35.684180286049184,0.7643640225294586,7.82842746570363e-217,False,False,False,False
36,32.457715322436385,35.31603038640312,0.7623966170220873,4.5185253897938946e-215,False,False,False,False
37,31.948825603707014,34.953895568847656,0.7678661453820141,5.191438915289013e-220,False,False,False,False
38,31.50430780764762,34.66172592415994,0.7669542946484594,3.5337045773779876e-219,False,False,False,False
39,31.06848942341897,34.40567280047506,0.7701561878847392,4.040463712995487e-222,False,False,False,False
40,30.67751727540077,34.14987709509075,0.7684279268027694,1.5856686386811569e-220,False,False,False,False
41,30.291813361677768,33.89943252479174,0.7711426225828701,4.903044039764905e-223,False,False,False,False
42,29.94829252353996,33.69022312480442,0.7696463949278296,1.1967633582841123e-221,False,False,False,False
43,29.573695132606908,33.43412249654696,0.7738009236719708,1.5811347074348303e-225,False,False,False,False
44,29.209804809654848,33.23800943701307,0.7720659612786835,6.743813257166319e-224,False,False,False,False
45,28.885911159568217,33.00690188328864,0.7725555875944229,2.3463154101973356e-224,False,False,False,False
46,28.54927661610442,32.87457448211164,0.7722631420340879,4.409510192802944e-224,False,False,False,False
47,28.246569900301356,32.65411754207717,0.7748937432549479,1.4615513477919502e-226,False,False,False,False
48,27.921959916640517,32.41264347476854,0.7734928263901307,3.0865730884461183e-225,False,False,False,False
