epoch,train_loss,test_loss,behavioral_rsa_rho,behavioral_rsa_p_value,used_random_targets,used_shuffled_targets,used_uniform_images,used_image_noise
70,100.85925692402425,40.972790523128616,0.7525710858084519,1.5893598078507745e-206,False,False,False,True
71,24.812639083228284,30.613979297448257,0.764790644813466,3.2319272958575698e-217,False,False,False,False
72,21.815553543640306,29.94896940368315,0.7674440756420021,1.26272370281002e-219,False,False,False,False
73,21.262081558354343,29.72465087300506,0.7658259827803384,3.746573307564159e-218,False,False,False,False
74,20.96459389789613,29.619395703900587,0.7659385338749121,2.962160579662143e-218,False,False,False,False
75,20.759306043799235,29.53151277152214,0.7669070552112243,3.9019145153714405e-219,False,False,False,False
76,20.593628394636752,29.50246768761735,0.7682527395588068,2.2961033614918687e-220,False,False,False,False
77,20.427117603967726,29.47941831725737,0.7674576747472521,1.2271100717876452e-219,False,False,False,False
78,20.274426605562756,29.432573898062522,0.7662170751548714,1.6552678035426867e-218,False,False,False,False
79,20.148062064046673,29.4079527038237,0.763619566622963,3.649004286148505e-216,False,False,False,False
80,19.999228432568156,29.39687653009404,0.7667710014515058,5.190405960386713e-219,False,False,False,False
81,19.865277213733282,29.326769686535577,0.7659859781557246,2.6827730838019105e-218,False,False,False,False
82,19.74384891161298,29.30304846579199,0.764315432796805,8.657296687495814e-217,False,False,False,False
83,19.605547125649913,29.322572507910966,0.76545814224208,8.066308828862872e-218,False,False,False,False
84,19.498753603145357,29.27609545881577,0.7652400172760074,1.2702076895529136e-217,False,False,False,False
85,19.371780052079387,29.227152070946456,0.7623811659636784,4.664030715229151e-215,False,False,False,False
86,19.25295791731647,29.232444910713323,0.7622635648478499,5.935982795011954e-215,False,False,False,False
87,19.134310577054432,29.225877182259744,0.7635020282143522,4.6504442722282594e-216,False,False,False,False
88,19.02563398894841,29.238474176733533,0.7645143317299709,5.733243168966889e-217,False,False,False,False
89,18.911840666033886,29.234203844439257,0.7651275706934632,1.6049082695465257e-217,False,False,False,False
90,18.790423744603206,29.218370321705855,0.7653772541118973,9.546151664510639e-218,False,False,False,False
91,18.677147476957114,29.17890913315241,0.759886768999859,7.537108415761088e-213,False,False,False,False
92,18.55180221515349,29.16514806589369,0.7614184889400435,3.344246565746333e-214,False,False,False,False
93,18.440743184816142,29.166556532211725,0.7619143525336904,1.2137508295611738e-214,False,False,False,False
94,18.35292679319091,29.17274879750626,0.7590774069426987,3.872412715426612e-212,False,False,False,False
95,18.230779896152317,29.184577604683724,0.7610834651789793,6.623439175663504e-214,False,False,False,False
96,18.133011144284065,29.161027349819793,0.759881790046784,7.613526764383911e-213,False,False,False,False
97,18.015159057448116,29.142604048080866,0.7601132256649057,4.7624027678193106e-213,False,False,False,False
98,17.91703014954966,29.09521128196084,0.7586736100858863,8.740604860787046e-212,False,False,False,False
99,17.81129242640783,29.126673682618538,0.7569611386813002,2.7116860376022267e-210,False,False,False,False
100,17.702069607467863,29.11156781865747,0.7576441791389089,6.9143232066294805e-211,False,False,False,False
101,17.591723814565388,29.120210299834362,0.7568219621021469,3.580365856798419e-210,False,False,False,False
102,17.505536753054802,29.119681974800912,0.7558875576726732,2.3019420676993642e-209,False,False,False,False
103,17.398243248958007,29.09884987088198,0.7562040869850357,1.2266997410355197e-209,False,False,False,False
104,17.291223914339273,29.11161526000302,0.7560858629775128,1.5519800560053818e-209,False,False,False,False
105,17.211791537805276,29.13022366939987,0.7535736446224605,2.2271082077534245e-207,False,False,False,False
106,17.108542582334906,29.109975972886904,0.7557266885767222,3.1685532752802166e-209,False,False,False,False
107,16.99836721975057,29.13267618253086,0.7564967123060612,6.849393658297806e-210,False,False,False,False
108,16.902967912668668,29.106248318161096,0.7540697088792037,8.392988967038218e-208,False,False,False,False
109,16.799600273618406,29.140422842120596,0.7565962537432299,5.6166664020974816e-210,False,False,False,False
110,16.717530316593244,29.151307311505903,0.7534349195352735,2.9247151537286543e-207,False,False,False,False
111,16.624078156215003,29.163013500403306,0.7532606060118759,4.117877301863987e-207,False,False,False,False
112,16.526460671358823,29.15620548817334,0.7525389504496884,1.6924321136077975e-206,False,False,False,False
113,16.442612418177387,29.154999664475245,0.7534420054508587,2.8843018210894898e-207,False,False,False,False
114,16.334471018360592,29.11643446611436,0.7494095091325877,7.345518660263947e-204,False,False,False,False
115,16.245846714009208,29.17593122450686,0.7508061159213173,4.941043643901528e-205,False,False,False,False
116,16.170193590285706,29.12950970981661,0.7513196002431011,1.8233686578154958e-205,False,False,False,False
117,16.06334154229415,29.172550264643043,0.7513661791643111,1.6655165035683774e-205,False,False,False,False
118,15.973230377789019,29.17987941510111,0.7503300845303469,1.2423341019674582e-204,False,False,False,False
