epoch,train_loss,test_loss,behavioral_rsa_rho,behavioral_rsa_p_value,used_random_targets,used_shuffled_targets
90,134.05055399548644,89.25108295250993,0.4200825106628952,1.899679895599301e-49,True,False
91,105.20979118875519,96.36352066967369,0.3807192379102616,3.200859052280472e-40,True,False
92,104.30255222056381,97.32486699562705,0.38730085369088385,1.1172872766220233e-41,True,False
93,104.17929698489709,97.9394826309457,0.39447222249177816,2.643811118194766e-43,True,False
94,104.15391781455592,98.29086358507693,0.3961851412078494,1.0663141168517096e-43,True,False
95,104.06564996777479,98.59324393087988,0.392574513966494,7.184755527425284e-43,True,False
96,103.98444795476432,98.82781383872691,0.38507868129997413,3.4983233868472884e-41,True,False
97,103.92282609596147,99.06489807466117,0.37877372558278416,8.504134765313447e-40,True,False
98,103.9057454032581,99.27146726155149,0.37292088054330286,1.545274440407891e-38,True,False
99,103.86771481585305,99.41061582617996,0.369235276372141,9.308264683576848e-38,True,False
100,103.86463744356361,99.57599007622314,0.3663901161356478,3.664367101337595e-37,True,False
101,103.85232393893509,99.71264155266694,0.36225151084428786,2.6244863488093307e-36,True,False
102,103.85595749619925,99.85974487810503,0.35885043858260374,1.295244445065441e-35,True,False
103,103.85895428432983,100.00438875651491,0.3536744886934093,1.4171594547674312e-34,True,False
104,103.86345209771576,100.11612077576021,0.3511180115841968,4.545102872521614e-34,True,False
105,103.83303040480679,100.20512718917257,0.3488503973629556,1.2664531177504695e-33,True,False
106,103.81105358514759,100.30054638267222,0.3453412136777018,6.0833220055992616e-33,True,False
107,103.78140656109332,100.38176364793303,0.3429652957307569,1.7405136508000174e-32,True,False
108,103.82094324592738,100.45548787828308,0.3418590651641824,2.83070782356242e-32,True,False
109,103.7903521001504,100.54081856743407,0.3404123678500588,5.331301216699524e-32,True,False
110,103.79095716819869,100.59797137350009,0.3387131318488611,1.1166298129803326e-31,True,False
111,103.80424742553373,100.67604094447351,0.33784323224385987,1.6274431088507182e-31,True,False
112,103.76885024728537,100.74964234578675,0.3357211154893029,4.058901470661761e-31,True,False
113,103.78076260638039,100.79999887877406,0.33443925036728056,7.025170984687967e-31,True,False
114,103.77678196450019,100.85402999793627,0.33437803558149,7.211176352527442e-31,True,False
115,103.76380041233391,100.91958356825687,0.3333030039458965,1.1399834940438738e-30,True,False
116,103.77745603524417,100.9657045227388,0.333554668912406,1.024256559494219e-30,True,False
117,103.76131325085078,101.02607609026998,0.3319770096646305,2.0004758600245894e-30,True,False
118,103.76658998103683,101.07058041398696,0.3327937837149075,1.4152521493526722e-30,True,False
119,103.7724018889451,101.12726917582981,0.3310448250706588,2.9656119078031233e-30,True,False
120,103.73095050082642,101.15007659743505,0.3309514874675483,3.0846200481046176e-30,True,False
121,103.73387661667081,101.1891164200082,0.33009476055871767,4.423502730496361e-30,True,False
122,103.73585884326712,101.23371904067572,0.3273541708782421,1.3907791469006604e-29,True,False
123,103.76106505248686,101.24847875774236,0.3254319480113697,3.084366164148304e-29,True,False
124,103.75016180233942,101.30520204154168,0.3235955420619808,6.56612799798102e-29,True,False
125,103.72715852267194,101.32641239060881,0.32310949005764283,8.012764785599698e-29,True,False
126,103.75557260698228,101.36874701568435,0.32301117350145725,8.341699978025243e-29,True,False
127,103.72894263861913,101.36432019649948,0.32261939134753104,9.790734555729734e-29,True,False
128,103.74096990358136,101.40471257162358,0.3221327122710173,1.1942134388894766e-28,True,False
129,103.75039905326189,101.45416887820755,0.32327713571357236,7.481257241020187e-29,True,False
130,103.72086427218366,101.49637329775985,0.3225883094700228,9.915838651449169e-29,True,False
131,103.7508514066152,101.53798650246299,0.32207071573524765,1.2247849284312533e-28,True,False
132,103.71899562000898,101.56942327509927,0.32217187919911083,1.1752905556095e-28,True,False
133,103.75133609507553,101.58287760697675,0.32260507738000066,9.848152599897202e-29,True,False
134,103.72620239680494,101.63361063583122,0.320640175980851,2.1910720437465135e-28,True,False
135,103.73926009497814,101.65494676452974,0.3213057880124566,1.6722312348759338e-28,True,False
136,103.72032729806662,101.68682570483803,0.3225401252440429,1.011291702505958e-28,True,False
137,103.72812608206371,101.70138752131172,0.3227604533236926,9.242333323791728e-29,True,False
138,103.72223056782646,101.72513104011999,0.32333896503009524,7.294179308920309e-29,True,False
139,103.73296884552593,101.73655245449002,0.3240774386680346,5.387897302292145e-29,True,False
140,94.607963667682,89.69665333447536,0.32467798151020966,4.208860638883556e-29,False,False
