epoch,train_loss,test_loss,behavioral_rsa_rho,behavioral_rsa_p_value,used_random_targets,used_shuffled_targets
35,125.28852068618394,94.08128234694676,0.5631279704624194,2.30675896328469e-95,True,False
36,84.59516708078147,73.61899528714174,0.44533928062424644,4.74540928919758e-56,False,False
37,55.904494636937194,46.423054331573994,0.7193414484741291,2.2492267523396954e-180,False,False
38,36.00230833037738,34.94140386844867,0.7601418828633347,4.4934481206843074e-213,False,False
39,30.19358277254818,33.55708053757473,0.7679074903407977,4.75806001897067e-220,False,False
40,29.051578215284692,32.8822824046098,0.7675058213489014,1.1088877305694614e-219,False,False
41,28.27301369875752,32.51966385815025,0.7715356379787419,2.109806164542785e-223,False,False
42,27.68922414277729,32.20510413238357,0.7697508066255627,9.583474349022982e-222,False,False
43,27.12865856413696,31.97011024517249,0.7740136558173323,9.956642112845342e-226,False,False
44,26.620203250663103,31.688408719900565,0.7730501301560198,8.055533940062752e-225,False,False
45,26.165255982459747,31.470090750172652,0.7743897235425358,4.390368870033965e-226,False,False
46,25.737554935867436,31.31286100524565,0.7732453460852737,5.278311092045781e-225,False,False
47,25.345523052268412,31.11824018783991,0.7760318583514154,1.2066214358929826e-227,False,False
48,24.940436318310343,30.898449049470173,0.7737893144757582,1.6215249529019286e-225,False,False
49,24.61237162434163,30.83722728918929,0.7722370265682111,4.664864466716638e-224,False,False
50,24.26790124887905,30.711464665871297,0.7743721822435413,4.561456074447385e-226,False,False
51,23.94222181325474,30.613777329249935,0.7737821031457378,1.6471309231551388e-225,False,False
52,23.635712879846633,30.46943980685914,0.7709772887330283,6.98730218077652e-223,False,False
53,23.352392524233156,30.331882139595834,0.7758497440501522,1.8002565089472873e-227,False,False
54,23.075941413393313,30.24845806142902,0.7710149548683812,6.445735111930012e-223,False,False
55,22.81861544051659,30.253398600204214,0.7675419657891082,1.0276662574141428e-219,False,False
56,22.529734159770765,30.07651011851611,0.7725404918769135,2.424042457554691e-224,False,False
57,22.295443997158568,29.985696529156595,0.7696978482900854,1.0726730813593047e-221,False,False
58,22.015439474681738,30.020172182367652,0.7723385286510492,3.747976458032278e-224,False,False
59,21.788696743444724,29.906955086723876,0.7725544546840255,2.3520613968108644e-224,False,False
60,21.58468385416385,29.874102197299347,0.7703834472021708,2.4877931518790458e-222,False,False
61,21.353062384016297,29.770427872462825,0.7691554893848518,3.395962891623752e-221,False,False
62,21.116790972257917,29.771543555496805,0.7700187462052718,5.416141026739031e-222,False,False
63,20.924397888606276,29.722688643313244,0.7695924541792769,1.3422521725718238e-221,False,False
64,20.72445491674534,29.7338824193122,0.7631317755384578,9.973719324788376e-216,False,False
65,20.51192865873638,29.64198505549141,0.7648319145235886,2.9665454347154792e-217,False,False
66,20.29322571371401,29.54643464483609,0.7631788477564461,9.052384587286351e-216,False,False
67,20.107021490292535,29.533674482482574,0.7657869245447554,4.0646805652288833e-218,False,False
68,19.923141881039268,29.511876838641932,0.7613727502955487,3.671515635885668e-214,False,False
69,19.74927016176345,29.451413191484484,0.7637234473995875,2.9446994736082854e-216,False,False
70,19.56219111519177,29.487459298655473,0.7646421708441878,4.3981383350774644e-217,False,False
71,19.37896370293361,29.428910144784833,0.764994919845418,2.1144788170932406e-217,False,False
72,19.22794756796882,29.451399597673785,0.760006727907068,5.9104054648540565e-213,False,False
73,19.070705699128126,29.405763130820258,0.7598924001079965,7.451602295722533e-213,False,False
74,18.889243530104366,29.37091140325557,0.761729278451758,1.7723209436763052e-214,False,False
75,18.731698804945168,29.349960348224112,0.7609958046692993,7.918773544959811e-214,False,False
76,18.588930822145244,29.35804295408133,0.7602541747680756,3.577821441101333e-213,False,False
77,18.439136494559925,29.38657181039041,0.7596263124814465,1.277156016124372e-212,False,False
78,18.285298344831386,29.33994914945318,0.7575802344989133,7.859493688698939e-211,False,False
79,18.150083372797663,29.335787546568813,0.756221373274679,1.1852164520122677e-209,False,False
80,17.993716887159692,29.308127682511977,0.7572889427513817,1.4081816441325693e-210,False,False
81,17.845988154741537,29.274838189393776,0.7570741663507273,2.1635478776847785e-210,False,False
82,17.71160082935957,29.27864886120538,0.7540283053936834,9.106038288985397e-208,False,False
83,17.56345960241936,29.305553625960375,0.7555903421833219,4.1532644537707116e-209,False,False
84,17.446483538091346,29.246817994512906,0.7555700752106037,4.3236725213184723e-209,False,False
85,17.3133252479363,29.251318620713377,0.7534122320639572,3.0579478408680096e-207,False,False
86,17.177136952196793,29.260512083274882,0.7526675671334032,1.3160305133205855e-206,False,False
87,17.053399474336832,29.272865168956102,0.7544435358664993,4.016599199906217e-208,False,False
88,16.935104354266645,29.30331914069244,0.7540711553256888,8.369111698158757e-208,False,False
89,16.820502584991033,29.28906913883778,0.7538788782746982,1.222017071669423e-207,False,False
90,16.69942765222692,29.31031721336407,0.7548576334289177,1.7727503868552085e-208,False,False
91,16.573354055346545,29.275739111294403,0.7487809319836781,2.4607516014899645e-203,False,False
92,16.4479867877062,29.281093850320215,0.7506246704970413,7.023456886094324e-205,False,False
93,16.329577691667296,29.298992009452693,0.7509674030653853,3.6136305216765796e-205,False,False
94,16.239502877739987,29.297605061399345,0.7468166074909302,1.0515222315001676e-201,False,False
